,x_i,n,sum1,sum2
0,0.000000000000000,0.000000000000000,0.0,0.0
1,0.100000000000000,2.000000000000000,0.099999,0.099999
2,0.200000000000000,2.000000000000000,0.199968,0.199968
3,0.300000000000000,3.000000000000000,0.299757091125,0.299757091125
4,0.400000000000000,3.000000000000000,0.39897721362963,0.39897721362963
5,0.500000000000000,4.000000000000000,0.49688402920367,0.49688402920367
6,0.600000000000000,4.000000000000000,0.592270516462671,0.592270516462671
7,0.700000000000000,4.000000000000000,0.68337878711563,0.68337878711563
8,0.800000000000000,5.000000000000000,0.767847537762708,0.767847537762708
9,0.900000000000000,5.000000000000000,0.842717699995022,0.842717699995022
10,1.000000000000000,6.000000000000000,0.904524237817159,0.904524237817159
11,1.100000000000000,6.000000000000000,0.949503869042766,0.949503869042766
12,1.200000000000000,6.000000000000000,0.973944546187623,0.973944546187623
13,1.300000000000000,7.000000000000000,0.974689078542062,0.974689078542062
14,1.400000000000000,7.000000000000000,0.94977898371167,0.94977898371167
15,1.500000000000000,8.000000000000000,0.899184851963846,0.899184851963846
16,1.600000000000000,8.000000000000000,0.825516738130746,0.825516738130746
17,1.700000000000000,9.000000000000000,0.734551232876299,0.734551232876299
18,1.800000000000000,10.000000000000000,0.635365430834975,0.635365430834975
19,1.900000000000001,10.000000000000000,0.539855045818509,0.539855045818509
20,2.000000000000000,11.000000000000000,0.46146146311073,0.46146146311073
21,2.100000000000001,11.000000000000000,0.413066423822815,0.413066423822815
22,2.200000000000001,12.000000000000000,0.404240471678664,0.404240471678664
23,2.300000000000001,13.000000000000000,0.438329078874103,0.438329078874103
24,2.400000000000001,13.000000000000000,0.510157036847701,0.510157036847701
25,2.500000000000001,14.000000000000000,0.605307836456406,0.605307836456406
26,2.600000000000001,15.000000000000000,0.701840323568537,0.701840323568537
27,2.700000000000001,16.000000000000000,0.774816529300997,0.774816529300997
28,2.800000000000001,16.000000000000000,0.803114817312322,0.803114817312322
29,2.900000000000001,17.000000000000000,0.776863824504483,0.776863824504483
30,3.000000000000001,18.000000000000000,0.70286355537096,0.70286355537096
31,3.100000000000001,19.000000000000000,0.605132099485309,0.605132099485309
32,3.200000000000002,20.000000000000000,0.518749430372019,0.518749430372019
33,3.300000000000002,21.000000000000000,0.477591281147791,0.477591281147791
34,3.400000000000002,22.000000000000000,0.499749602125813,0.499749602125813
35,3.500000000000002,23.000000000000000,0.57700724596645,0.57700724596645
36,3.600000000000002,24.000000000000000,0.674853169207412,0.674853169207412
37,3.700000000000002,25.000000000000000,0.745943310381844,0.745943310381844
38,3.800000000000002,26.000000000000000,0.753149825056626,0.753149825056626
39,3.900000000000002,27.000000000000000,0.691347155999644,0.691347155999644
40,4.000000000000002,28.000000000000000,0.594460326249373,0.594460326249373
41,4.100000000000001,29.000000000000000,0.519759400422655,0.519759400422655
42,4.200000000000001,30.000000000000000,0.514375373167338,0.514375373167338
43,4.300000000000001,31.000000000000000,0.582918512880546,0.582918512880546
44,4.400000000000000,32.000000000000000,0.679531050981091,0.679531050981091
45,4.500000000000000,34.000000000000000,0.735502620986995,0.735502620986995
46,4.600000000000000,35.000000000000000,0.708536366256035,0.708536366256035
47,4.699999999999999,36.000000000000000,0.618552265886877,0.618552265886877
48,4.799999999999999,37.000000000000000,0.537604944255126,0.537604944255126
49,4.899999999999999,39.000000000000000,0.533891740765003,0.533891740765003
50,4.999999999999998,40.000000000000000,0.611466763678008,0.611466763678008
51,5.099999999999998,41.000000000000000,0.700767407414036,0.700767407414036
52,5.199999999999998,43.000000000000000,0.717911458777095,0.717911458777095
53,5.299999999999997,44.000000000000000,0.645575573323786,0.645575573323786
54,5.399999999999997,46.000000000000000,0.556022116503546,0.556022116503546
55,5.499999999999996,47.000000000000000,0.542575995234526,0.542575995234526
56,5.599999999999996,49.000000000000000,0.620254005980486,0.620254005980486
57,5.699999999999996,50.000000000000000,0.703079989703333,0.703079989703329
58,5.799999999999995,52.000000000000000,0.69584484159584,0.695844841595841
59,5.899999999999995,53.000000000000000,0.606675077635952,0.60667507763596
60,5.999999999999995,55.000000000000000,0.544204027806248,0.54420402780624
61,6.099999999999994,57.000000000000000,0.587196487995358,0.58719648799542
62,6.199999999999994,58.000000000000000,0.680288464153852,0.6802884641531
63,6.299999999999994,60.000000000000000,0.699493965088336,0.6994939650863
64,6.399999999999993,62.000000000000000,0.618308130835902,0.618308130844
65,6.499999999999993,63.000000000000000,0.550912814813423,0.55091281481
66,6.599999999999993,65.000000000000000,0.59482789633856,0.59482789654
67,6.699999999999992,67.000000000000000,0.684937377618134,0.6849373774
68,6.799999999999992,69.000000000000000,0.683994313563453,0.6839943163
69,6.899999999999991,71.000000000000000,0.593485612832126,0.593485613
70,6.999999999999991,73.000000000000000,0.558334331129806,0.55833434
71,7.099999999999991,74.000000000000000,0.636105782342035,0.63610547
72,7.199999999999990,76.000000000000000,0.69608414040931,0.6960845
73,7.299999999999990,78.000000000000000,0.635292610725133,0.6352922
74,7.399999999999990,80.000000000000000,0.560837951492376,0.560868
75,7.499999999999989,82.000000000000000,0.606474413898606,0.606452
76,7.599999999999989,84.000000000000000,0.688010975644197,0.68787
77,7.699999999999989,86.000000000000000,0.652636735093313,0.6526
78,7.799999999999988,89.000000000000000,0.568605986736184,0.5717
79,7.899999999999988,91.000000000000000,0.600539311197347,0.622
80,7.999999999999988,93.000000000000000,0.69740392261346,0.69
81,8.099999999999987,95.000000000000000,0.709820403608061,0.46
82,8.199999999999987,97.000000000000000,0.347942850301586,-0.9
83,8.299999999999986,99.000000000000000,1.115327634814067,-10.0
84,8.399999999999986,100.000000000000000,-3.176246254893593,40.0
85,8.499999999999986,100.000000000000000,66.78809572542245,520.0
86,8.599999999999985,100.000000000000000,280.6348080199229,300.0
87,8.699999999999985,100.000000000000000,671.8020782045257,-12000.0
88,8.799999999999985,100.000000000000000,-15157.529540932546,20000.0
89,8.899999999999984,100.000000000000000,-45441.55442710575,-490000.0
90,8.999999999999984,100.000000000000000,-173178.37428078818,-800000.0
91,9.099999999999984,100.000000000000000,-10741592.668432847,9000000.0
92,9.199999999999983,100.000000000000000,-820703495.3249506,-830000000.0
93,9.299999999999983,100.000000000000000,-61525926560.47335,-61240000000.0
94,9.399999999999983,100.000000000000000,-4450016652927.415,-4443400000000.0
95,9.499999999999982,100.000000000000000,-307764614319918.0,-307742000000000.0
96,9.599999999999982,100.000000000000000,-2.0357717345224896e+16,-2.035807e+16
97,9.699999999999982,100.000000000000000,-1.2890492112239506e+18,-1.2890493e+18
98,9.799999999999981,100.000000000000000,-7.820313187818892e+19,-7.8203133e+19
99,9.899999999999981,100.000000000000000,-4.5495493835558926e+21,-4.549549386e+21
100,9.999999999999980,100.000000000000000,-2.5401920939024312e+23,-2.5401920915e+23
